Participant_ID,Duration (in seconds),Native_English_Speaker,gender,age,educationlevel,educationlevel_7_TEXT,nationality,NEP1,NEP2,NEP3,NEP4,NEP5,NEP6,NEP7,NEP8,NEP9,NEP10,NEP11,NEP12,NEP13,NEP14,NEP15,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,Matthew_prompt_1,Matthew_prompt_2,Matthew_prompt_3,Matthew_prompt_4,Matthew_prompt_5,Matthew_prompt_6,Matthew_prompt_7,Matthew_prompt_8,Matthew_prompt_9,Matthew_prompt_10,Matthew_prompt_11,Abi_prompt_1,Abi_prompt_2,Abi_prompt_3,Abi_prompt_4,Abi_prompt_5,Abi_prompt_6,Abi_prompt_7,Abi_prompt_8,Abi_prompt_9,Abi_prompt_10,Susan_Prompt_1,Susan_Prompt_2,Susan_Prompt_3,Susan_Prompt_4,Susan_Prompt_5,Susan_Prompt_6,Susan_Prompt_7,Susan_Prompt_8,Susan_Prompt_9,Susan_Prompt_10,Susan_Prompt_11,Susan_Prompt_12,Claudia_prompt_1,Claudia_prompt_2,Claudia_prompt_3,Claudia_prompt_4,Claudia_prompt_5,Claudia_prompt_6,Claudia_prompt_7,Claudia_prompt_8,Claudia_prompt_9,Claudia_prompt_10,Claudia_prompt_11,Claudia_prompt_12,Greg_prompt_1,Greg_prompt_2,Greg_prompt_3,Greg_prompt_4,Greg_prompt_5,Greg_prompt_6,Greg_prompt_7,Greg_prompt_8,Greg_prompt_9,Greg_prompt_10,Greg_prompt_11
606dea112436631b694c56ad,1331,Yes,Female,23,High school diploma,NA,South Africa,3,1,4,3,5,1,3,5,4,4,4,2,4,4,4,2,5,1,1,2,5,5,3,1,4,1,2,4,5,4,2,4,2,5,5,2,4,4,2,2,4,2,2,5,3,3,4,2,2,1,1,2,4,5,2,5,5,1,1,"I think you can join a lift club, this will help you save petrol and live more sustainably.",Not driving to work everyday will also channel your petrol money into something else,It is a good idea since you will significantly lower your carbon footprint,NA,NA,NA,NA,NA,NA,NA,NA,you can start by toning down on keeping up with the latest fashion trends because that usually results in overconsumption.,"Buying at thrift store is another way to shop sustainably, there are a lot of thrift stores that sell good quality clothes at affordable prices.",It is good to shop sustainably because you are helping preserve our natural resources.,NA,NA,NA,NA,NA,NA,NA,"You can start by making a list of things that are recyclable and those that are not, that way you can have different trash brags.","Once you start recycling, you will also reduce the weight of trash bags making them a lot easier to carry.","Just start and do not put too much pressure on yourself, it will be easier as time goes on.",NA,NA,NA,NA,NA,NA,NA,NA,NA,That is a good idea because reusing results in less littering hence less danger for our aquatic animals.,You actually get to save money since you do not have to constantly buy a new water bottle everyday.,I might just join as well because that is a good step towards saving our planet.,NA,NA,NA,NA,NA,NA,NA,NA,NA,That is a good place to start because meat production results in emissions of a lot greenhouse gases.,"Although you are going to be eating less meat, it is important that you find alternative sources of proteins in order to stay healthy",Remember to take baby steps because it is not going to be easy transitioning from eating a lot of meat to way less meat.,NA,NA,NA,NA,NA,NA,NA,NA
632521c2ce3c068c0626e7b0,659,Yes,Male,22,Bachelor's Degree,NA,United States of America,2,2,3,4,4,2,3,2,5,4,2,5,3,2,4,2,4,4,2,1,3,4,4,2,2,5,4,3,3,4,1,5,2,4,4,1,1,1,1,4,4,5,1,4,2,2,5,1,2,5,1,2,4,4,5,4,2,1,4,I think individual behavioral changes are relatively ineffective in addressing the root of the problem.,I think that would be a good way for you to contribute if you'd like to contribute more than you feel you are currently doing.,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think that would be difficult given the importance of fashion in your life.,"I think if you can find a way to not compromise on your presentation while doing that, then it is a good idea.",NA,NA,NA,NA,NA,NA,NA,NA,Just have a separate bin inside for recyclable items.,You can label the bins with pictures of what goes in each if that would help,Cities generally have pages online where you can check if an item is recyclable in your area.,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think you should!,You would save money in the long run from not having to but a new bottle water every time you go to the gym.,It's very convenient to have your own reusable water bottle.,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think that's a good way for an individual to reduce their carbon footprint.,Make sure to maintain to a balanced diet when removing meat if it is currently providing you many of your essential nutrients.,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fa1791b86ec5328318c94f1,1333,Yes,Male,25,Bachelor's Degree,NA,South Africa,1,5,5,1,4,5,5,5,5,3,5,5,4,2,3,5,1,5,5,2,5,2,5,4,5,5,5,5,1,5,5,5,5,1,5,1,4,2,5,5,1,5,1,5,4,1,5,5,1,4,3,5,5,1,5,1,5,5,5,Get a bicycle. I know a few people that travel to work by bicycle and they all say it's great when you soon get the hang of it.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Second-hand clothes? I didn't know that was a thing. It seems like we always find new ways to be sustainable. I'm all for it.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oh, that's great Susan. I know a few local trash pick-up services. Try the South African Plastics Recycling Organization. They are great and they even have a website too. I'll share it with you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,What are you waiting I've already begun doing that. I've been using reusable bottles since last year fall.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think that's a great idea. I want to join in too. How do we go about it?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5f6a064fecc7cb03c2b61542,1065,Yes,Male,31,High school diploma,NA,South Africa,2,3,4,4,4,1,2,4,4,4,2,2,4,4,4,1,1,4,5,1,5,5,5,2,5,4,5,4,2,5,3,4,2,4,5,2,4,4,2,4,4,5,2,4,2,1,5,2,1,4,4,2,2,1,5,5,2,4,5,"It would be very cost effective if you started commuting sustainably, saving you a lot of money you could do other things with","also, it would be good for the environment if there were less cars in the streets",NA,NA,NA,NA,NA,NA,NA,NA,NA,"It would be great if you did what makes you happy first. You can start slow, with less clothes from that boutique","Maybe sell your old clothes too, to build on the idea of sustainability",NA,NA,NA,NA,NA,NA,NA,NA,It's very encouraging too if you have colored bins for different types of recyclable material,It is a great idea since it will generally make the neighborhood cleaner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,That is a great idea. That'll be cost effective too if you just refill your water,and you won't have to throw your used bottles out the window anymore..,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hey, I like animals too, but not as much as I like being hungry","I read it might help with your health too, maybe give it a try",NA,NA,NA,NA,NA,NA,NA,NA,NA
600b6a3d65eb1c1d331e7d42,962,Yes,Male,23,Bachelor's Degree,NA,United Kingdom of Great Britain and Northern Ireland,3,3,3,3,4,2,3,3,4,4,4,3,4,2,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,2,3,4,3,4,4,4,3,4,4,3,3,4,2,2,4,3,4,1,3,3,4,2,3,"Hey Matthew,

That's awesome that you're considering making a change! Commuting sustainably can have a big impact on reducing carbon emissions and improving air quality. It might feel daunting at first, especially if you're used to driving every day, but there are plenty of alternatives to explore. Have you thought about trying public transportation, biking, or carpooling? It might take some getting used to, but once you find a method that works for you, you'll likely appreciate the benefits – like saving money on gas and avoiding traffic congestion.

It's totally normal to feel hesitant about making a change to your routine, but remember that even small changes can make a difference. Plus, you'll be contributing to a healthier environment for everyone. Why not give it a try for a week and see how it goes? You might be surprised at how quickly you adapt and how much you enjoy the experience.

Feel free to ask if you have any questions or need more tips on sustainable commuting options!

Best,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Hey Abi,

It's great to hear that you're interested in being more sustainable with your fashion choices! Shopping for second-hand clothes is a fantastic way to reduce waste and minimize your environmental footprint. Plus, you can find some unique and stylish pieces that you wouldn't typically find in mainstream stores. Have you checked out any thrift stores or online platforms for second-hand clothing? You might be surprised by the quality and variety of items available.

Another idea to consider is clothing swaps with friends or attending swap events in your community. It's a fun way to refresh your wardrobe without spending money and gives your clothes a new lease of life with someone else who might love them just as much as you did.

Remember, every small step towards sustainability counts, and by choosing second-hand clothing, you're making a positive impact on the planet while still looking fabulous. If you need any tips or recommendations on where to start, feel free to ask!

Happy sustainable shopping,",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hey Susan,

It's great that you're considering starting recycling! It's a fantastic way to reduce waste and contribute to a cleaner environment. Recycling may seem overwhelming at first, but once you get the hang of it, it becomes second nature.

A good place to start is by familiarizing yourself with what can and cannot be recycled in your area. Most communities have guidelines or resources available online or through local waste management services that outline which materials are recyclable. You can also check if there are any recycling drop-off locations or curbside pickup services available to make the process easier for you.

To make it even simpler, you can set up a designated recycling bin in your home for items like paper, cardboard, plastic bottles, glass, and aluminum cans. By separating recyclables from your regular trash, you'll be able to divert more waste from landfills and give these materials a chance to be repurposed into new products.

Remember, every small effort adds up, and by recycling, you're making a positive impact on the planet for future generations. If you need any assistance or have questions along the way, don't hesitate to reach out!

Here's to embracing recycling and making a difference,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hey Claudia,

That's awesome that you're considering switching to a reusable water bottle! It's a simple change that can make a big difference in reducing plastic waste. Not only will you be helping the environment by cutting down on single-use plastics, but you'll also save money in the long run since you won't need to keep buying bottled water.

Reusable water bottles come in all shapes, sizes, and materials, so you can find one that suits your style and preferences. Stainless steel, glass, and BPA-free plastic bottles are popular options, each with its own benefits. Plus, many reusable bottles are insulated, keeping your water cold for longer, which can be especially handy during your workouts.

Making the switch to a reusable bottle is a small but impactful step towards living more sustainably. And who knows, you might even inspire others at the gym to do the same!

If you need any recommendations on where to find a good reusable bottle or tips on staying hydrated during your workouts, feel free to ask!

Cheers to staying hydrated and eco-friendly,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Hey Greg,

That's a fantastic resolution! Reducing meat consumption is indeed a great way to lower your carbon footprint and contribute to environmental sustainability. You might want to consider incorporating more plant-based meals into your diet, such as vegetarian or vegan options. There are so many delicious plant-based recipes out there that are not only good for the planet but also for your health.

Additionally, you could try participating in initiatives like ""Meatless Mondays"" where you commit to eating vegetarian meals one day a week. It's a simple yet effective way to gradually reduce your meat intake without feeling overwhelmed.

Remember, every small change counts, and by making more conscious choices about your food consumption, you're making a positive impact on the environment. If you need any recipe ideas or tips on transitioning to a more plant-based diet, feel free to reach out!

Cheers to a greener and healthier lifestyle,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659ea4fba71cbc0f9e9252dd,1119,Yes,Male,27,Bachelor's Degree,NA,United States of America,3,3,4,3,4,2,5,4,5,5,4,4,4,3,5,1,1,3,1,1,1,3,5,1,5,5,4,5,3,4,3,5,3,3,3,3,5,4,2,5,3,4,2,3,3,3,5,2,3,2,4,3,3,5,4,2,3,3,4,"Carpooling or taking public transportation is a great way to reduce fossil fuel emissions. 
","Driving to work is also more expensive, especially with high gas prices.","Also when I take public transportation, I can do other stuff like read or play games on my phone which you can't do while driving",NA,NA,NA,NA,NA,NA,NA,NA,"Second-hand clothes are a really easy and trendy way to reduce your consumption and the negative effects of fast fashion.
","Second-hand clothes have more personality and are usually higher quality since they are not made with cheap modern materials.
",They can also be way cheaper than fast fashion clothes. They also look better in my opinion!,NA,NA,NA,NA,NA,NA,NA,Recycling is great! It's a great way to reduce mass production of products.,"We should reduce our impact on the environment, so when we recycle, we are less personally responsible for our consumption of materials.",Also recycling is so easy. It's just as simple as separating certain trashes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes I believe that would be a really good idea for you! I love to use my reusable water bottle; it's super convenient. There is no need to constantly buy plastic water bottles from the store.,"Reusable water bottles also come in many different sizes, which encourages me to drink more water and stay hydrated. I also feel petter about not ingesting microplastics.",The last point is that it's much better for the environment. I don't like feeling responsible for so much plastic waste.,NA,NA,NA,NA,NA,NA,NA,NA,NA,I think that's an excellent way to reduce your carbon footprint. The meat industry is a massive producer of carbon so reducing meat intake is a good way to do this.,Eating less meat can also help you expand your food knowledge. There are many other sources of protein. This way you can learn more recipes to cook at home.,"From an ethical standpoint to, it is better to consume less animals and animal products.",NA,NA,NA,NA,NA,NA,NA,NA
5efb03ef4cd406000b96ed93,535,Yes,Male,24,Bachelor's Degree,NA,United Kingdom of Great Britain and Northern Ireland,4,2,5,2,4,1,5,2,5,4,3,4,4,2,5,1,1,5,2,2,5,2,3,1,5,5,2,4,2,3,4,5,2,5,5,2,5,5,3,3,2,5,3,5,2,4,4,4,2,1,5,2,2,5,5,4,5,1,5,"I think you should give it a try. If you can adapt your route to work without a car and adjust for time, you'll be able to save money on fuel and make it to work no problem.",You should absolutely consider it! It'll be healthier for yourself and the environment.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It can be a bit difficult to shop second hand, but give it a go. There's some cool stuff in there that you might not be able to find in shops at the right time.",Could be fun. Might give you some ideas for fashion and I'm sure you'd find a way to dress smart if you did it.,NA,NA,NA,NA,NA,NA,NA,NA,It's very easy to get started. Why not go through what can be recycled after a meal with your granddaughter and start making a bin for it?,It's easy to recycle. Just look for the logos on things that show it and you can set aside a pile to dump for recycling instead of everything going into the rubbish.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Go for it. You can pour more than just water in there and it'll be much easier to use it over and over as opposed to a one-time bottle.,Do it! I think it'll save you way more money if you're not buying water all the time.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If you want to eat less meat, give it a go. I don't think there's anything wrong with you giving it a go.","Hope you can find alternatives to what you've had, if it'll help you out.",NA,NA,NA,NA,NA,NA,NA,NA,NA
65ca895de19cfc959f00de0e,1162,Yes,Male,42,Bachelor's Degree,NA,United Kingdom of Great Britain and Northern Ireland,3,2,4,3,5,2,3,4,4,5,4,3,4,3,4,3,3,3,2,3,2,3,4,2,4,3,4,4,3,3,3,3,3,4,4,1,3,2,2,3,3,4,1,4,3,3,4,3,2,3,2,4,3,3,3,4,4,2,3,How inconvenient would it be to use public transport?,You might find you quickly get used to the alternative and the extra money you could save.,I guess you have to figure out what is more important to you: the convenience or sustainability.,NA,NA,NA,NA,NA,NA,NA,NA,It's a good idea. You'll save money and might find some nice things that would be too expensive if they were new.,"Some things you might want to buy new, like underwear.","I think it would be good to buy fewer but better quality clothes, to save on waste.",NA,NA,NA,NA,NA,NA,NA,"It's not that hard, you just have to get in the habit.",You'd be surprised how much of your rubbish can be recycled.,You should be able to get recycling containers from the council.,NA,NA,NA,NA,NA,NA,NA,NA,NA,You'd save a lot of money.,You'd waste a lot less plastic.,They're not that expensive when you consider how long it will last and how much you'll save by not buying disposable bottles every time.,NA,NA,NA,NA,NA,NA,NA,NA,NA,How much meat do you eat at the moment?,"There could be other ways of reducing your carbon footprint which are easier to endure. For example, cutting out food waste,","While we're eating out, I'd just pick what you like. You can cut back on meat when you're at home.",NA,NA,NA,NA,NA,NA,NA,NA
65af304d4abd092841459c84,1132,Yes,Male,41,Doctorate Degree,NA,Australia,2,4,3,2,4,3,5,4,4,2,4,5,4,4,3,4,4,4,1,2,2,4,5,2,5,5,3,3,4,4,2,2,2,4,5,2,2,4,3,5,5,4,2,3,3,4,4,2,4,2,2,2,3,5,5,5,4,2,5,How hard is it for you to get to work? If it's simple to use public transport or to ride or something then you should go for it. If the commute is going to add hours to your travel time then I probably wouldn't recommend it.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I know a few people that do this. You're someone that's fashion-savvy so I think you can do it well. As a guy I haven't had any success with this. I went looking for jackets recently and not only was there not many jackets, there were none in my size and the selection for men was poor. Women's clothes seem to make up most of the stock. I think you can do it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"It's not hard to get started with a little bit of recycling and there really isn't any reason not to do it. I could point you in the right direction but it seems to me like your granddaughter is interested in that kind of thing, so maybe you could ask her to help you get started. It seems like a good opportunity to bond over something.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sure, I always use reusable bottles. I have a couple in my fridge ready to go. If you're willing to spend a little money you can get insulated ones that keep water cool for a long time.","I have to use reusable bottles for work all the time and it's worth it for me to spend the extra money for a good one that keeps the water cool in the heat, and some cheap ones are prone to leaking.","It's also going to save you money in the long run, instead of buying bottle water all the time. For a while I was buying home brand mineral water to encourage myself to drink more water but I soon started carbonating my own to save on money and on trash.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Is reducing your carbon footprint the only reason you want to eat less meat? How much do you eat at the moment? I think that if you're going to adjust your meat consumption you should think about your diet first and foremost.,If you want to reduce your carbon footprint there are a lot of ways to do it. You could start with electricity consumption. I shut off a lot of my household electronics at the wall when I'm done with them. But if you've put thought into it then I don't see why you can't reduce your meat consumption.,NA,NA,NA,NA,NA,NA,NA,NA,NA
66015ad320c01e8147c7c50d,1282,Yes,Female,39,High school diploma,NA,United Kingdom of Great Britain and Northern Ireland,3,2,2,2,5,2,5,4,5,5,2,2,4,4,4,5,2,3,1,4,3,4,4,2,5,3,5,4,4,2,4,3,4,4,5,3,1,4,4,4,2,4,2,4,3,4,5,3,4,4,4,3,4,4,4,4,4,2,2,I know what you mean. How far would it take you to travel by bike or walk? You will get more exercise in that way and feel better about yourself and the environment.,It’s only going to benefit you if you don’t use your car everyday. Think of what you’ll be saving in petrol.,If you can’t walk or get public transport/ cycle have you considered car pooling? It will be cheaper in the long run. Find out if anyone lives nearby.,NA,NA,NA,NA,NA,NA,NA,NA,It’s a good idea. Try shopping at an op shop.,I think it’s only going to benefit the environment and yourself moving forward. You could even try and find second hand clothes online.,Some other places you could try are Facebook marketplace. Or maybe eBay.,NA,NA,NA,NA,NA,NA,NA,"It’s very simple Susan, I can come over and help you if you like. There’s even a different bin provided by the council *points to bin* that’s where you put the recyclable items.  Look for a symbol on the packaging.","Susan, is that bag filled with beer cans? You know you can recycle them at places and they’ll give you 10c for each bottle!",We’re all borrowing the planet from our grandchildren. We all have to do our bit I think it’s great you’re considering recycling.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes Claudia you should have done that ages ago, how do you even afford all this bottled water? I can barely afford my membership. There’s also a tap over there.",Great thinking Claudia! There are some great ones available. And even though they might seem expensive they will save you money in the long run.,Our use of plastic is destroying the planet. That’s water bottle will outlive us all do the right thing and go and buy a reusable water bottle.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great idea. Try meatless Mondays. I do, it’s really great. I eat more vegetables that way too.",There are some good documentaries which will put you off eating meat. Pretty hard to watch but I think you’ll find they help you avoid meat.,"What’s the difference between dogs and cows Greg? The way they taste. Do it, you won’t look back.",NA,NA,NA,NA,NA,NA,NA,NA
5fa7f2d31418d35a96331337,1553,Yes,Female,36,Bachelor's Degree,NA,South Africa,2,3,5,1,5,2,4,4,5,3,2,3,3,3,4,3,3,3,3,2,4,3,4,2,4,4,5,2,1,4,5,4,2,3,5,4,3,5,3,3,1,5,2,2,2,2,5,5,4,3,4,4,4,1,4,2,2,2,3,"If you can walk to work, and it is not going to put a strain on you in any form than walk.","Some of the things that are considered ""sustainable"" are actually very much beneficial to us, our habits are not just harming the environments, by us included.","People are obese and overweight now more than ever because people just don't do anything now, people park right Infront of the shops, they don't walk anywhere, they don't exercise nor eat for their health., so if walking to work is something that you can do, than do it, it will be good for your health and the environment.",NA,NA,NA,NA,NA,NA,NA,NA,"mmm well, I don't really vibe well with secondhand clothes, rather buy something that is 100% organic,","I know some people are saying it is better to buy secondhand clothes, but it's a No from me, but then if you are comfortable with Sis, than go ahead.","But me personally, naaah I wouldnt.",NA,NA,NA,NA,NA,NA,NA,"I think you should really look into it; we have lots and lots of pollution currently in the world, the state of the world is pretty much undesirable because of so much waste produced by us.","If we can change our habits, as individuals, cut off certain things and reduce the amount of waste, we can definitely see a change.","Our habits are harming the environment and animals, Susan is right, you should recycle some of the stuff, do your part and reduce the impact we have on the environment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good Choice Claudia, apparently drinking from water bottles is not healthy, those bottles contain chemicals that harms your body.","Not to mention the plastic waste that is contributed by plastic, Ocean life is dying because of that, so Kudos to you for considering that.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good job Greg, I am also eating less meat now, I tell you I feel amazing, other than the carbon print, meatless diet is amazing.","It has all the amazing benefits, no more painful feet and sore joints in the morning, my body feels lighter, I am actually feeling a couple of years young with a lot of energy.","You will be doing yourself a favour by cutting the amount of meat that you consume, I support you 100% on that, we can change a whole lot more by just implementing small changes in our lives like eating less meat, parking a few meters away from the shops etc",NA,NA,NA,NA,NA,NA,NA,NA
60721c2da01b3a616edba9a7,1130,Yes,Male,45,Other (please specify),National Diploma,South Africa,1,3,4,2,4,2,4,3,4,4,1,1,2,4,3,5,3,4,4,4,5,1,2,5,4,4,3,5,2,3,5,4,2,4,4,5,4,5,4,4,2,3,5,4,2,5,4,4,4,2,5,2,2,4,4,4,4,3,2,You can join a lift club.,The bus is always a good alternative.,"It can be quite a huge adjustment, but try it out and see how it goes.",NA,NA,NA,NA,NA,NA,NA,NA,I really don't like wearing second-hand clothes so I don't have much advice for you.,"Second-hand clothing is so on trend right now, so go for it.",That sounds like a great plan.,NA,NA,NA,NA,NA,NA,NA,"I also don't recycle that often, we should do it together.",Recycling is always a good idea for the planet.,"It's not an easy thing to do as it can be tedious, but it is very necessary in this climate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great idea, you can buy the Stanley cup. It is very popular at the moment.","You really should, it would be great for the environment and will reduce your contribution to plastic waste.","I love reusable bottles, I own a ton of them, and they are very convenient.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Rather you than me buddy.,Where will you get your alternative source of protein?,A plant-based diet is always beneficial.,NA,NA,NA,NA,NA,NA,NA,NA
63f79194eb27c9dc523185bd,1117,Yes,Male,44,Bachelor's Degree,NA,United States of America,2,2,4,4,4,2,4,2,5,2,2,1,2,2,4,3,2,4,5,4,4,4,5,2,4,4,4,4,4,4,5,5,4,4,4,2,4,2,4,4,3,4,2,4,2,2,4,4,3,2,4,4,4,4,5,2,5,1,5,walking to work can be a form of exercise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i think that will depend on your budget and how much you are willing to save,NA,NA,NA,NA,NA,NA,NA,NA,NA,this is will save the environment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i think that will save you some money,and also save you time of always going to buy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,this will intend have a good impact on your health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56366e43dc62e50011cb4ca1,1499,Yes,Female,46,Master's Degree,NA,United Kingdom of Great Britain and Northern Ireland,3,3,5,4,5,4,4,4,5,5,4,5,5,4,5,4,4,4,1,3,4,4,5,1,4,4,4,5,4,4,3,2,2,5,4,1,2,2,3,4,2,4,1,4,3,4,5,2,4,3,2,3,4,5,4,5,3,3,5,I think it's great not to use a car if you possibly don't have to.,I commuted for years on a bike when I lived in the city.,Using a bike or walking isn't just good for the environment but is also great for your health.,NA,NA,NA,NA,NA,NA,NA,NA,"Buying second hand clothes is a good way to reduce consumption of new, cheaply produced clothing that just ends up filling landmines.","You can get some really nice items on ebay, vinted or at the local charity shops.",A lot of what you find is unique so helps you stand out but you can find stuff that still looks smart and well presented at work.,NA,NA,NA,NA,NA,NA,NA,"I try to recycle my plastics, glass, tins paper and cardboard into separate bins and take them to the tip once they build up to a car load.",I'd be happy to help you set up a bin system so you can do the same.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Those reusable bottles seem like a good idea as they contribute less to environmental waste.,They have a good range of reusable bottles in Fenwicks in town that aren't too expensive.,I'd personally get one I can easily clean or put in the dishwasher as I watched a TV program where some rowers had their reusable bottles tested for microbes and the scientist found all kinds of nasty bugs in them from not being washed properly after use.,Reusable bottles would probably save you quite a bit of money in the long term.,NA,NA,NA,NA,NA,NA,NA,NA,I think it's a great idea to reduce your meat consumption. I read that eating less red meat contributes a lot to reduction in carbon emissions.,I try to eat vegetarian meals several times a week.,Make sure you take some Vitamin B12 from other sources though as you don't want to become deficient.,NA,NA,NA,NA,NA,NA,NA,NA
653996ad16f503c345de0d92,942,Yes,Male,39,High school diploma,NA,Australia,1,2,2,1,4,2,3,2,4,3,4,1,2,3,2,2,2,4,2,2,3,3,1,2,4,2,5,5,4,4,3,4,2,3,2,1,5,2,5,4,2,4,2,4,2,2,4,2,2,4,2,3,2,5,4,2,5,3,2,"I think it's a decision you need to make yourself, what behaviours would you most want to portray to the world? What are you comfortable with demonstrating?","What if you just started not driving 1 day a week? You could compromise and you might find you enjoy the commute? You could listen to music or tune out before you start work, could be very relaxing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think that's a decision for you to make, there's lots of good quality second hand clothes available online and in op shops. It's so available now!","There's lots of sustainable fashion labels around now, maybe you don't need to go second hand, you could just choose from more sustainable manufacturers?",NA,NA,NA,NA,NA,NA,NA,NA,"You should, it's very simple and rewarding. I can help you get started if you like?",Is there something in particular I can help you with to do the recycling? I have been doing it a long time and can probably assist.,"You can start now if you like, I would be happy to help you sort that bag you are carrying? It wouldn't take very long at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,I think using a reusable water bottle is one of the easiest things I can do to reduce waste. I can prepare it at home so it has flavour in it or I can put ice in it to make it cold.,"Every water bottle is reusable, that one in your hand could be reusable if you just keep it with you. Maybe leave it in your gym bag so you have it with you next time?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"That's a very personal decision, if you believe that is the way you should live your life to feel fulfilled and content then I encourage you to do that.",Maybe there are other options of compromise? Maybe you can introduce vegetarian Mondays or something to start thinking about abstaining from meat?,NA,NA,NA,NA,NA,NA,NA,NA,NA
5ffd6c4a4f1cda2a8b14e755,1265,Yes,Male,37,Bachelor's Degree,NA,United Kingdom of Great Britain and Northern Ireland,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,4,2,1,4,1,5,1,4,4,5,4,4,4,3,3,3,2,4,1,1,1,2,4,5,3,1,4,3,2,5,4,2,3,1,5,4,3,4,5,4,3,4,Think about how good you'd feel if you partake an active commute as a regular way of getting to work.,You're getting healthy and saving cash at the same time.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Second hand clothing is a great way to promote sustainable clothing.,You save the planet while saving money and remove the power that fast fashion capitalist corporations have.,NA,NA,NA,NA,NA,NA,NA,NA,What's stopped you from doing it so far? There's plenty of benefits to undertaking it as a regular exercise.,"It's important, not only for the planet, but for reducing the amount of resources that are used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I'd highly recommend it. The plastic single use bottles are often not BPA free and can be bad for you to consume from.,"Think of the benefits there are to reusable bottles. Cuts down on plastic use, emissions and energy required to recycle the bottle and the money you save too.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There's pros to this, just in terms of the carbon emissions in production of meat.",Then there's the carbon footprint to consider in the distance the meat has to travel to reach us.,There's plenty of health benefits to reducing intake as well.,NA,NA,NA,NA,NA,NA,NA,NA
